C9, Document121, 1, 0.01004188320858488, 0.003706975450641017
C9, Document122, 3, 0.1420582420941373, -0.04082880517348977
C10, Document18, 7, 0.23400137687800177, 0.11919655798804589
C10, Document19, 5, 0.3202270694273769, -0.4044521865336492
C10, Document16, 5, 0.0018010654083061705, -0.001228783770210313
C10, Document17, 5, 0.0015118354313946904, -0.0010045144730861512
C10, Document14, 5, 0.18955260854497288, -0.1970764717766894
C10, Document15, 7, 0.13790959841373565, 0.06935801197609483
C10, Document12, 5, 0.16333828126152047, 0.02214896945528043
C10, Document13, 5, 0.16321659833313468, -0.12738894766462877
C12, Document40, 1, 0.9258465485524383, 0.09476354708903319
C12, Document38, 1, 3.9379911504213543, 1.6363152385583344
C12, Document39, 6, 86.03827156916185, 6.203842144878505
C12, Document36, 1, 9.080937434588083, -2.5901927915450442
C12, Document37, 1, 0.9675399961474295, 0.2932868597303116
C11, Document34, 0, 1.0174959952009515, -0.28398813928951083
C12, Document35, 1, 19.08191577338925, 4.724922328564043
C10, Document10, 5, 0.155096448336914, -0.1047659006013817
C11, Document32, 11, 0.22055181994719178, 0.10467823307765559
C6, Document98, 1, 162.58221982774464, 50.26363495101079
C11, Document33, 11, 0.24382558310356545, -0.055132237296098036
C10, Document11, 5, 0.0015251549955377394, -9.887635481259183E-4
C11, Document30, 11, 3.468847088265016, -5.646056446201615
C6, Document99, 6, 0.6192472668450498, 4.66864500363015E-4
C6, Document96, 6, 18.11528893694371, 4.234045008647834
C6, Document97, 8, 1043.7956289198437, 397.2136074072778
C5, Document94, 6, 1.5692878562430794, 0.3200538009946898
C5, Document95, 6, 2.0493892037233685, 0.5449894632665244
